GENEID	R1_H1975.bam	R2_H1975.bam	R3_H1975.bam	R1_HCC827.bam	R2_HCC827.bam	R3_HCC827.bam
ENSG00000262413	12	6	6	6	16	12
ENSG00000262420	23	21	16	3	2	4
ENSG00000262429	29	17	24	17	16	12
ENSG00000262434	0	0	0	1	0	0
ENSG00000262445	5	7	1	0	1	2
ENSG00000262454	94	74.00004	97.99999	50	34	24
ENSG00000262456	8	7	4	4	2	1
ENSG00000262461	2	4	4	4	2	2
ENSG00000262468	611.00001	586.99998	687.99999	249	202.99999	265
ENSG00000262481	8	7	11	2	5	12
ENSG00000262482	0	2	2	5	4	2
ENSG00000262484	2	5	1	3	1	0
ENSG00000262488	0	0	1	0	0	0
ENSG00000262492	1	0	2	0	0	2
ENSG00000262497	1	1	0	2	0	1
ENSG00000262521	3	3	0	0	1	0
ENSG00000262526	3	1	2	2	3	2
ENSG00000262533	15	3	4	12	15	8
ENSG00000262539	1	1	0	2	0	0
ENSG00000262560	0	1	1	0	0	1
ENSG00000262576	2	1	2	1	1	0
ENSG00000262580	4	10	7	32	25	31
ENSG00000262583	0	0	1	0	0	0
ENSG00000262585	0	3	4	0	0	0
ENSG00000262587	3	3	4	2	0	3
ENSG00000262619	108	133	128.00001	89.00001	71	46.00001
ENSG00000262623	1	0	0	6	2	0
ENSG00000262624	35	51	41	9	7	0
ENSG00000262633	20	25	14	0	0	4
ENSG00000262648	0	0	0	1	0	0
ENSG00000262651	1	0	0	0	0	0
ENSG00000262652	0	0	0	0	1	0
ENSG00000262655	8	1	0	1	0	0
ENSG00000262660	5	9	7	22	17	22
ENSG00000262663	0	1	0	0	0	0
ENSG00000262664	4	2	2	1	2	2
ENSG00000262678	48	51	54	112	71	101.99999
ENSG00000262681	0	0	2	0	0	0
ENSG00000262686	21	12	10	6	9	3
ENSG00000262691	17	13	12	9	28	10
ENSG00000262692	18	12	1	37	48	10
ENSG00000262693	3	5	10	0	0	0
ENSG00000262703	0	0	0	1	0	0
ENSG00000262712	11	10	10	10	16	8
ENSG00000262714	23	7	9	4	3	2
ENSG00000262721	0	1	0	0	0	0
ENSG00000262728	46.99999	39.99999	30.00002	14.00001	6.00001	19.99997
ENSG00000262732	1	1	1	0	5	0
ENSG00000262759	0	0	0	0	1	0
ENSG00000262766	0	0	0	0	0	1
ENSG00000262768	3	2	2	1	4	0
ENSG00000262769	21	11	4	0	0	0
ENSG00000262772	2	2	1	6	5	3
ENSG00000262777	0	0	1	9	10	3
ENSG00000262791	3	2	1	1	6	0
ENSG00000262801	1	1	0	0	0	0
ENSG00000262810	0	1	0	0	0	0
ENSG00000262814	139	128	158	734	931	727
ENSG00000262823	42	29	30	233	187	137.00001
ENSG00000262831	16	15	15	11	6	11
ENSG00000262833	0	0	1	3	4	2
ENSG00000262837	0	0	0	0	3	3
ENSG00000262848	0	0	0	1	3	0
ENSG00000262869	5	3	7	0	0	0
ENSG00000262870	0	1	0	1	0	0
ENSG00000262873	1	2	1	24	15	6
ENSG00000262874	5	8	12	0	0	0
ENSG00000262877	2	0	1	3	2	4
ENSG00000262879	242.00001	190.99997	249.00002	192	176	108.00001
ENSG00000262884	10	19	17	14	9	12
ENSG00000262898	26	15	11	4	7	8
ENSG00000262899	0	0	1	0	0	0
ENSG00000262902	2	0	1	3	4	0
ENSG00000262903	3	11	2	3	4	5
ENSG00000262904	1	4	5	0	0	0
ENSG00000262919	689	683	726	729	656.99999	652.00001
ENSG00000262920	0	3	0	2	1	0
ENSG00000262921	0	1	0	0	0	0
ENSG00000262943	1	2	2	0	0	0
ENSG00000262953	0	1	1	0	0	0
ENSG00000262962	0	0	0	0	0	1
ENSG00000262966	0	0	0	0	5	1
ENSG00000262967	4	0	3	0	1	0
ENSG00000262979	2	2	1	1	0	0
ENSG00000262995	0	0	0	1	0	0
ENSG00000262999	0	2	0	0	0	0
ENSG00000263001	746.99998	668	597	605.99999	718.00001	473.00001
ENSG00000263002	126	89	121	42	24	17
ENSG00000263004	393.99999	283.00001	347	313	266	198
ENSG00000263011	59	78.99998	79	38.99999	16	24.99999
ENSG00000263015	1	1	1	0	1	0
ENSG00000263020	8	17	15	9	14	30
ENSG00000263033	3	0	3	0	0	0
ENSG00000263050	12	7	7	13	8	8
ENSG00000263051	0	0	0	0	3	0
ENSG00000263063	4	12	13	11	5	3
ENSG00000263069	6	9	9	13	18	8
ENSG00000263072	158.00001	131.99999	160.99997	100.00001	49.00002	85.00001
ENSG00000263080	14	13	11	20	22	13
ENSG00000263089	2	0	0	0	1	1
ENSG00000263096	2	2	1	0	0	0
ENSG00000263105	5	10	7	4	4	4
ENSG00000263107	0	0	1	0	0	0
ENSG00000263120	0	0	0	0	6	0
ENSG00000263126	9	5	9	16	21	10
ENSG00000263142	1	0	0	1	0	0
ENSG00000263154	7	3	5	35	14	13
ENSG00000263155	37	44	46	0	0	1
ENSG00000263159	1	0	0	0	0	0
ENSG00000263164	3	1	0	4	3	3
ENSG00000263165	1	2	0	0	1	1
ENSG00000263171	12	10	18	13	5	6
ENSG00000263176	1	2	0	0	0	0
ENSG00000263177	0	0	1	0	0	0
ENSG00000263179	4	3	1	1	1	2
ENSG00000263189	1	0	0	0	0	0
ENSG00000263201	0	0	0	0	0	3
ENSG00000263206	1	2	0	0	0	0
ENSG00000263212	0	1	1	1	0	1
ENSG00000263218	0	1	0	0	0	0
ENSG00000263219	0	0	1	0	0	0
ENSG00000263220	3	0	0	0	1	0
ENSG00000263235	8	2	3	1	0	10
ENSG00000263244	0	1	0	0	0	0
ENSG00000263253	0	1	1	0	0	0
ENSG00000263257	3	3	0	0	0	0
ENSG00000263266	3634	3649	3661	3665	2592	3072
ENSG00000263272	5	0	5	16	2	4
ENSG00000263276	25	26	25	119	25	64
ENSG00000263280	87	69	69	14	12	18
ENSG00000263293	405	470.00002	420.00001	189.00002	135.00001	120.99999
ENSG00000263300	0	0	0	2	1	0
ENSG00000263307	3	7	5	11	11	2
ENSG00000263311	0	0	1	0	0	0
ENSG00000263325	208	202	513	200	112	63
ENSG00000263327	265	242	215	398	350	252
ENSG00000263335	2	1	3	0	0	0
ENSG00000263343	12	10	14	11	42	8
ENSG00000263345	2	1	7	4	4	4
ENSG00000263366	0	0	1	2	3	0
ENSG00000263370	2	3	2	0	3	0
ENSG00000263394	0	3	0	0	0	0
ENSG00000263399	18	18	17	0	0	0
ENSG00000263400	11	16	21	1	0	0
ENSG00000263412	53	52	60	41	18	44
ENSG00000263424	0	0	1	0	0	0
ENSG00000263427	4.99999	3	3	0	1	1
ENSG00000263432	6	0	0	0	2	3
ENSG00000263435	0	0	1	0	0	0
ENSG00000263465	329	425	345	292	167	272
ENSG00000263466	1	0	0	13	26	4
ENSG00000263477	0	0	0	0	2	0
ENSG00000263503	0	0	1	0	0	0
ENSG00000263505	0	0	2	0	0	0
ENSG00000263513	67	85	73	17	10	20
ENSG00000263520	0	0	0	0	2	0
ENSG00000263528	210	179	134	277	339	246
ENSG00000263531	0	0	2	3	2	1
ENSG00000263535	4	0	1	5	0	0
ENSG00000263551	11	20.99999	13	11	6	12
ENSG00000263567	4	1	2	0	0	0
ENSG00000263585	7	6	2	0	7	6
ENSG00000263586	0	0	0	11	4	1
ENSG00000263590	0	2	3	0	0	0
ENSG00000263594	1	0	0	0	0	0
ENSG00000263603	3	4	8	42	66	24
ENSG00000263616	1	0	0	0	4	0
ENSG00000263620	0	0	0	0	0	1
ENSG00000263624	5	2	3	8	7	5
ENSG00000263627	14	13	14.00001	4	6	6
ENSG00000263637	0	2	1	0	0	0
ENSG00000263639	11	8	2.99999	32	32	22
ENSG00000263641	0	0	0	4	0	0
ENSG00000263657	1	0	0	12	1	0
ENSG00000263667	1	0	0	0	0	0
ENSG00000263672	0	0	1	0	1	0
ENSG00000263675	0	0	1	0	0	0
ENSG00000263680	3	0	1	0	20	3
ENSG00000263683	55	41	49	13	4	12
ENSG00000263709	0	0	0	0	0	1
ENSG00000263711	1	0	2	41	22	42
ENSG00000263715	2	1	1	1	0	0
ENSG00000263718	2	0	4	0	1	5
ENSG00000263727	2	2	0	0	0	1
ENSG00000263729	1	0	0	0	0	0
ENSG00000263731	25	21	12	5	7	2
ENSG00000263740	2	0	2	0	3	0
ENSG00000263745	7	5.00004	2.00002	2	3	2.00002
ENSG00000263753	400	399.00001	355	141.99999	83.99999	120.00001
ENSG00000263755	0	0	0	2	0	0
ENSG00000263756	5	1	2	0	0	1
ENSG00000263765	2	0	2	0	0	0
ENSG00000263766	49	55	56	36	16	28
ENSG00000263781	2	2	2	3	9	0
ENSG00000263786	2	0	0	0	0	0
ENSG00000263787	1	0	0	0	2	0
ENSG00000263798	3	1	1	2	2	6
ENSG00000263809	4	3	0	2	2	4
ENSG00000263818	2	45	50	0	34	27
ENSG00000263823	11	6	6	4	2	5
ENSG00000263826	6	10	7	0	0	2
ENSG00000263829	0	1	0	0	0	0
ENSG00000263843	15	11	12	3	12	8
ENSG00000263846	0	1	1	1	0	1
ENSG00000263847	3	1	1	0	1	2
ENSG00000263859	1	0	1	0	0	0
ENSG00000263874	2	3	1	5	0	0
ENSG00000263878	0.99999	0	0	0	0	0
ENSG00000263882	3	6	5	0	0	0
ENSG00000263883	0	0	0	0	1	0
ENSG00000263884	6.00001	1	7	4	4	2
ENSG00000263893	13	13	14	8	4	2
ENSG00000263904	0	1	0	0	0	0
ENSG00000263916	17	1	8	0	1	0
ENSG00000263923	4	11	3	3	0	0
ENSG00000263934	29	160	96	393	321	99
ENSG00000263940	0	1	0	0	0	0
ENSG00000263946	1	0	0	0	3	0
ENSG00000263952	0	1	0	0	0	0
ENSG00000263955	0	0	1	0	0	0
ENSG00000263956	57	27	40	24.00001	24	17
ENSG00000263963	0	1	0	0	0	0
ENSG00000263968	0	0	2	8	0	0
ENSG00000263969	0	2	0	0	0	0
ENSG00000263974	1	1	0	0	0	0
ENSG00000263982	0	0	1	0	5	1
ENSG00000263986	31	19	19	9	2	12
ENSG00000263990	0	2	1	0	0	0
ENSG00000264006	1	0	0	0	0	0
ENSG00000264007	0	0	0	1	0	0
ENSG00000264016	0	0	0	1	0	2
ENSG00000264017	0	0	0	1	2	0
ENSG00000264019	9	6	7	10	3	3
ENSG00000264023	0	0	0	0	3	1
ENSG00000264026	2	1	2	1	0	0
ENSG00000264028	1	0	0	0	0	0
ENSG00000264031	3	1	2	0	2	0
ENSG00000264036	0	0	0	1	0	0
ENSG00000264037	0	1	0	0	2	0
ENSG00000264044	1	1	0	0	0	0
ENSG00000264049	0	0	1	0	0	0
ENSG00000264058	20	33	22	17	21	19
ENSG00000264066	10	9	5	6	7	10
ENSG00000264083	1	2	2	0	0	0
ENSG00000264090	0	1	1	0	0	0
ENSG00000264092	1	0	0	0	1	0
ENSG00000264107	64	49.00001	59.99998	30.00001	29.00001	29
ENSG00000264112	76.00001	85.00001	71	167	64	82
ENSG00000264113	1	0	0	0	0	0
ENSG00000264119	0	1	0	0	0	0
ENSG00000264125	1	0	0	0	0	0
ENSG00000264138	1	1	0	0	0	0
ENSG00000264141	5	5	3	0	3	3
ENSG00000264150	0	1	0	0	0	0
ENSG00000264177	0	1	0	0	0	0
ENSG00000264187	11	14	0	7	0	4
ENSG00000264207	59	69	48	51	21	31
ENSG00000264215	0	0	0	1	0	0
ENSG00000264229	2	1	1	1	3	2
ENSG00000264230	404.99999	379	383	70	60	65.99999
ENSG00000264235	21	27	26	7	2	5
ENSG00000264243	0	0	0	1	1	4
ENSG00000264247	182	146	182	73	64	70
ENSG00000264269	48	38	59	16	8	15
ENSG00000264270	0	0	0	0	8	0
ENSG00000264272	0	1	0	0	0	0
ENSG00000264273	2	15	2	6	1	0
ENSG00000264275	0	0	0	1	0	0
ENSG00000264278	233	198	181.99999	172	89.99999	103.99999
ENSG00000264279	0	1	5	4	0	0
ENSG00000264281	112307	90157	100064	174532	129128	133565
ENSG00000264290	0	3	3	1	0	0
ENSG00000264301	104	73	67	4	0	3
ENSG00000264304	2	7	7	18	32	2
ENSG00000264311	7	2	13	1	0	1
ENSG00000264317	0	0	1	0	0	0
ENSG00000264324	1	0	0	1	0	2
ENSG00000264343	195	211.00001	181.00001	106	96	79
ENSG00000264349	1	0	0	0	0	0
ENSG00000264350	28	27	27	15	26	15
ENSG00000264359	1	0	0	0	0	0
ENSG00000264364	769	732	772	653	1043	498
ENSG00000264365	8	2	4	11	0	2
ENSG00000264391	1	1	2	2	0	0
ENSG00000264395	0	0	0	1	0	0
ENSG00000264400	0	0	0	0	0	1
ENSG00000264404	1	0	0	0	0	0
ENSG00000264408	1	1	0	0	0	0
ENSG00000264435	1	0	0	0	0	0
ENSG00000264438	1	0	0	0	1	0
ENSG00000264448	3	2	0	0	0	0
ENSG00000264451	4	1	2	3	1	3
ENSG00000264456	31	25	40	18	26	7
ENSG00000264458	0	1	0	0	0	0
ENSG00000264462	0	0	0	0	2	0
ENSG00000264468	0	0	1	1	1	0
ENSG00000264486	1	0	0	0	0	0
ENSG00000264490	0	0	0	0	0	1
ENSG00000264491	1	0	0	0	0	0
ENSG00000264513	0	0	0	1	1	0
ENSG00000264515	1	0	0	0	0	0
ENSG00000264519	0	0	0	2	0	0
ENSG00000264520	0	1	9	7	0	0
ENSG00000264522	262	270	272	136	167	88
ENSG00000264538	1	0	0	0	0	0
ENSG00000264545	0	1	1	1	0	1
ENSG00000264546	0	0	1	1	1	1
ENSG00000264548	0	0	1	4	2	5
ENSG00000264558	5	0	2	2	1	1
ENSG00000264569	3	11	7	5	2	2
ENSG00000264575	58	42	40	27	14	29
ENSG00000264577	20	9	14	8	11	3
ENSG00000264578	0	0	0	2	0	0
ENSG00000264635	1	0	2	0	0	0
ENSG00000264644	6	5	5	28	57	25
ENSG00000264655	0	1	0	4	0	0
ENSG00000264666	48	48	49	31	29	25
ENSG00000264668	0	0	1	0	0	0
ENSG00000264672	50	40.00001	51	7	7	5
ENSG00000264673	1	0	0	0	0	0
ENSG00000264676	1	0	0	6	0	1
ENSG00000264697	0	1	0	0	0	0
ENSG00000264701	0	4	1	0	1	0
ENSG00000264734	3	0	1	0	0	0
ENSG00000264735	0	0	1	0	0	0
ENSG00000264739	0	1	0	1	0	0
ENSG00000264743	2	3	0	5	8	1
ENSG00000264745	12	15	21	1	0	2
ENSG00000264754	0	0	0	1	0	0
ENSG00000264772	333	290	377	684	1217	415
ENSG00000264808	42	40	35	7	5	8
ENSG00000264812	0	0	0	1	0	0
ENSG00000264813	0	1	0	0	0	0
ENSG00000264834	0	0	1	0	0	0
ENSG00000264859	3	6	2	0	12	0
ENSG00000264860	0	0	0	0	0	1
ENSG00000264895	0	0	0	1	7	0
ENSG00000264907	0	1	0	0	0	0
ENSG00000264911	0	1	0	0	0	0
ENSG00000264916	0	0	0	1	0	0
ENSG00000264924	0	0	0	0	0	1
ENSG00000264932	0	0	1	0	0	0
ENSG00000264937	6	1	0	1	0	2
ENSG00000264940	3	11	8	44	24	7
ENSG00000264943	0	0	0	0	2	0
ENSG00000264954	0	0	0	1	0	0
ENSG00000264956	0	0	0	1	0	0
ENSG00000264964	116.00001	110.99999	95.00001	7	8	15
ENSG00000264966	0	2	1	8	4	1
ENSG00000264968	16	1	6	0	0	0
ENSG00000264971	0	0	0	0	1	0
ENSG00000264982	2	0	0	0	0	0
ENSG00000264985	1	0	0	1	0	0
ENSG00000264999	7	0	0	0	0	0
ENSG00000265000	5	2	1	1	1	2
ENSG00000265007	0	0	1	0	0	0
ENSG00000265008	8	0	9	0	0	3
ENSG00000265010	1	1	0	5	3	0
ENSG00000265018	1	4	0	1	0	0
ENSG00000265031	0	1	0	0	1	1
ENSG00000265033	0	0	0	1	3	0
ENSG00000265052	0	18	1	0	0	1
ENSG00000265055	93	113	93	88	63	79.00001
ENSG00000265073	0	6	1	1	2	0
ENSG00000265078	0	1	0	0	1	0
ENSG00000265094	1	2	0	1	4	0
ENSG00000265096	2	5	3	18	16	18
ENSG00000265100	4	6	8	2	6	0
ENSG00000265107	0	1	0	0	0	0
ENSG00000265113	0	0	0	0	2	1
ENSG00000265118	0	0	0	0	1	0
ENSG00000265121	1	0	0	1	6	1
ENSG00000265123	0	0	1	5	7	0
ENSG00000265128	2	0	1	0	0	0
ENSG00000265136	0	0	0	0	6	0
ENSG00000265139	1	1	2	0	0	0
ENSG00000265148	17	14	14	11.00001	1	1.99999
ENSG00000265168	2	5	4	0	0	0
ENSG00000265179	0	0	0	0	0	1
ENSG00000265182	1	1	1	0	0	0
ENSG00000265185	5	7	2	57	36	18
ENSG00000265190	760	681.99999	731	59	48	65
ENSG00000265195	2	0	0	0	0	0
ENSG00000265203	1	2	4	0	1	1
ENSG00000265205	3	0	1	0	1	0
ENSG00000265218	0	3	3	3.00002	2	2
ENSG00000265222	1	0	1	0	0	0
ENSG00000265241	10101.00001	8388.99999	8958	7430	6616	6597.99999
ENSG00000265246	131	91	99	70	29	40
ENSG00000265252	1	0	0	0	0	0
ENSG00000265254	24	15	34	44	29	41
ENSG00000265257	13	4	1	7	4	5
ENSG00000265261	1	0	0	0	0	0
ENSG00000265262	0	1	0	0	0	0
ENSG00000265272	17	5	15	10	0	0
ENSG00000265273	0	0	0	1	0	1
ENSG00000265279	0	1	0	0	0	0
ENSG00000265282	6	3	5	1	3	0
ENSG00000265287	0	0	0	1	0	0
ENSG00000265293	0	3	0	0	8	0
ENSG00000265303	0	1	1	0	1	0
ENSG00000265313	2.00002	0	0	0	1	0
ENSG00000265315	1	1	4	2	8	2
ENSG00000265321	4	2	2	1	0	0
ENSG00000265327	0	0	1	0	0	0
ENSG00000265342	12	11	0	2	4	2
ENSG00000265349	112	82	88	92	53	59
ENSG00000265354	2448	2567	2374	1399	919	1363
ENSG00000265359	0	0	1	0	1	0
ENSG00000265386	0	1	3	0	0	0
ENSG00000265388	0	0	1	0	0	0
ENSG00000265390	9	0	1	0	0	0
ENSG00000265394	0	2	5	0	0	0
ENSG00000265399	1	1	0	0	0	0
ENSG00000265400	0	0	0	1	0	0
ENSG00000265401	339	307.99999	260	320.99999	306	332
ENSG00000265402	0	0	0	2	1	3
ENSG00000265408	0	0	0	1	0	0
ENSG00000265411	0	0	2	9	7	2
ENSG00000265413	0	0	0	1	0	0
ENSG00000265415	67	41	33	69	64	30
ENSG00000265423	0	0	0	0	0	1
ENSG00000265443	0	0	3	7	6	0
ENSG00000265445	7	3	4	0	0	0
ENSG00000265451	9	5	3	6	0	1
ENSG00000265452	0	0	1	0	0	0
ENSG00000265458	60	64	67	28	20	17
ENSG00000265460	0	2	1	9	2	1
ENSG00000265462	0	1	0	0	0	0
ENSG00000265479	16	17	18	6	11.00001	10
ENSG00000265480	0	0	0	0	1	0
ENSG00000265485	1	3	0	1	2	2
ENSG00000265489	0	0	0	1	0	0
ENSG00000265490	0	4	3	20	28	0
ENSG00000265491	350	471	430	320	277	252
ENSG00000265511	0	0	1	1	1	0
ENSG00000265514	0	0	1	0	0	0
ENSG00000265519	2	3	1	0	5	0
ENSG00000265520	0	0	0	0	0	2
ENSG00000265542	2	0	1	1	0	0
ENSG00000265545	0	0	0	1	0	0
ENSG00000265547	0	1	4	0	0	0
ENSG00000265554	12	13	16	27	4	12
ENSG00000265555	0	0	1	0	0	0
ENSG00000265559	0	0	0	0	2	0
ENSG00000265564	0	0	0	0	2	0
ENSG00000265566	1	0	0	0	0	1
ENSG00000265588	3	0	0	0	0	0
ENSG00000265590	725	523.00002	547.00002	484.99999	289.00001	327.00001
ENSG00000265618	0	1	0	0	0	0
ENSG00000265625	1	2	0	1	0	0
ENSG00000265626	32	28	23	53	51	40
ENSG00000265639	10	12	0	0	0	0
ENSG00000265641	289	504	541	88	116	90
ENSG00000265644	0	0	1	0	0	0
ENSG00000265646	1	4	0	0	1	0
ENSG00000265656	0	6	0	0	0	2
ENSG00000265664	2	0	0	0	0	0
ENSG00000265666	57	71	57	113	120	130
ENSG00000265678	9	14	12	14	7	9
ENSG00000265681	45721.99999	38795.00002	37520.99998	54542.00001	30848	42758.99999
ENSG00000265684	0	0	0	0	1	1
ENSG00000265688	23	17	21	18	34	15
ENSG00000265692	19	13	13	17	21	16
ENSG00000265702	2	5	12	0	0	0
ENSG00000265713	0	0	1	0	0	0
ENSG00000265724	9	3	6	4	10	4
ENSG00000265728	1	1	0	0	0	0
ENSG00000265735	2	2	3	1	6	2
ENSG00000265737	10	8	6	3	0	3
ENSG00000265739	1	1	0	0	0	0
ENSG00000265743	3	0	3	5	13	0
ENSG00000265749	1	1	2	17	9	1
ENSG00000265751	0	0	0	1	2	0
ENSG00000265752	8	7	6	3	1	0
ENSG00000265763	22	19	21	23	24	15
ENSG00000265766	0	0	0	1	0	0
ENSG00000265768	1	0	0	0	1	0
ENSG00000265778	27	27	26	19	14	25
ENSG00000265784	66	57	58	113	119	84
ENSG00000265790	3	0	1	0	0	0
ENSG00000265791	16	1	0	1	9	4
ENSG00000265794	0	0	0	0	0	1
ENSG00000265799	0	1	0	0	0	0
ENSG00000265800	0	0	4	5	1	2
ENSG00000265802	1	0	0	1	0	0
ENSG00000265806	0	0	0	0	2	2
ENSG00000265808	502	417	388	418	161	276
ENSG00000265813	0	0	0	1	0	0
ENSG00000265814	0	0	0	0	1	0
ENSG00000265817	0	0	1	1	3	0
ENSG00000265828	0	0	0	1	0	0
ENSG00000265840	5	0	1	0	2	9
ENSG00000265843	1	0	2	0.99999	2	0
ENSG00000265844	0	0	0	1	0	0
ENSG00000265845	0	0	1	0	0	0
ENSG00000265867	2	2	2	1	2	0
ENSG00000265879	0	0	0	0	0	2
ENSG00000265882	0	2	0	0	0	0
ENSG00000265888	17	9	11	1	0	0
ENSG00000265889	0	1	0	0	0	0
ENSG00000265905	2	2	1	1	0	0
ENSG00000265908	0	0	0	0	0	1
ENSG00000265936	2	3	3	3	3	2
ENSG00000265939	2	0	0	0	0	0
ENSG00000265948	1	0	0	0	0	0
ENSG00000265962	24	10	9	42	33	34
ENSG00000265965	0	0	0	0	1	0
ENSG00000265967	1	0	1	0	0	0
ENSG00000265971	5	7	8	0	0	2
ENSG00000265972	409	655	390	118	127	110
ENSG00000265984	13	8	9	1	1	1
ENSG00000265991	0	0	0	3	0	0
ENSG00000266010	1	1	2	1	1	1
ENSG00000266013	1	1	0	0	0	1
ENSG00000266028	190	180	146.99999	200	227	95
ENSG00000266036	60	85	39	2	8	5
ENSG00000266049	0	1	1	0	0	0
ENSG00000266053	51	51	31	6	12	6
ENSG00000266066	4	4	4	9	25	4
ENSG00000266071	0	0	1	0	0	0
ENSG00000266074	51	33	52	71	93	48
ENSG00000266075	0	1	3	0	0	8
ENSG00000266079	0	0	2	2	1	0
ENSG00000266086	24	20	16	9	12	19
ENSG00000266088	95.00001	95	58	22	15.99999	22
ENSG00000266094	11	6	12	18	24	12
ENSG00000266101	1	0	0	1	0	1
ENSG00000266105	1	0	0	0	0	0
ENSG00000266106	0	0	0	1	0	0
ENSG00000266117	613	501	528	1	0	0
ENSG00000266120	0	2	0	0	0	0
ENSG00000266126	4	4	4	3	10	2
ENSG00000266127	0	1	0	0	0	0
ENSG00000266160	0	0	0	0	2	0
ENSG00000266173	330.00001	278.99999	283.00001	234	198.99999	207
ENSG00000266185	1	0	0	0	0	0
ENSG00000266203	0	0	1	0	0	0
ENSG00000266208	76	65	61	181	239	138
ENSG00000266210	0	1	0	0	1	0
ENSG00000266236	0	0	0	2	0	0
ENSG00000266240	2	9	6	7	1	1
ENSG00000266242	1	0	4	0	0	5
ENSG00000266256	43	31	28	2	0	3
ENSG00000266258	6	3	8	4	0	4
ENSG00000266261	5	0	1	12	7	0
ENSG00000266265	1	0	0	0	0	0
ENSG00000266268	0	0	0	0	0	1
ENSG00000266278	56	67	58	11	4	5
ENSG00000266282	44	42	32	43	42	49
ENSG00000266283	5	6	0	0	0	0
ENSG00000266296	0	1	0	0	0	1
ENSG00000266297	0	0	0	0	0	1
ENSG00000266302	7	4	4	0	0	0
ENSG00000266304	1	3	4	0	0	0
ENSG00000266311	52	20	30	16	10	6
ENSG00000266313	55	38	35	14	17	6
ENSG00000266317	0	0	0	0	3	0
ENSG00000266338	356	379	411	231	232.99999	156
ENSG00000266341	6	6	8	2	2	2
ENSG00000266357	0	1	2	0	0	0
ENSG00000266369	4	0	0	0	0	0
ENSG00000266371	2	4	6	2	5	3
ENSG00000266379	1	0	0	0	0	0
ENSG00000266385	0	0	1	0	4	0
ENSG00000266389	0	0	2	6	0	6
ENSG00000266397	0	4	2	0	0	0
ENSG00000266401	98.99999	88.99999	86.00001	15.99999	3	7
ENSG00000266402	161	188	200	445	461	317
ENSG00000266405	1	2	3	0	0	0
ENSG00000266412	445.00001	439	381.99999	170.99999	109	180
ENSG00000266420	0	0	1	0	2	0
ENSG00000266441	0	0	0	0	2	0
ENSG00000266445	0	0	1	1	0	0
ENSG00000266446	3	2	1	0	5	0
ENSG00000266454	0	0	1	0	0	1
ENSG00000266466	2	0	0	1	0	0
ENSG00000266467	0	0	0	2	1	0
ENSG00000266469	33	32	24	17	8	24
ENSG00000266472	13860	10817	12234	9537	7167	7916
ENSG00000266473	11	8	12	23	20	16
ENSG00000266495	15	18	6	0	2	3
ENSG00000266498	0	0	0	1	0	0
ENSG00000266501	1	1	2	1	1	0
ENSG00000266521	1	1	0	0	0	0
ENSG00000266527	0	0	0	0	1	0
ENSG00000266537	1	0	0	0	0	0
ENSG00000266538	0	4	4	16	15	3
ENSG00000266553	2	0	1	0	0	0
ENSG00000266554	1	3	2	1	0	0
ENSG00000266560	0	0	0	1	2	0
ENSG00000266563	1	0	0	0	0	0
ENSG00000266578	1	0	0	0	0	0
ENSG00000266589	0	0	0	0	2	0
ENSG00000266604	0	1	0	0	0	0
ENSG00000266634	3	0	1	0	0	0
ENSG00000266640	0	0	1	0	0	0
ENSG00000266642	4	3	1	0	1	0
ENSG00000266644	1	0	0	0	1	1
ENSG00000266648	0	0	1	0	0	0
ENSG00000266651	0	1	0	0	15	1
ENSG00000266654	0	0	0	0	1	1
ENSG00000266667	0	0	1	0	0	0
ENSG00000266677	21	11	10	5	6	2
ENSG00000266680	1	1	2	1	1	0
ENSG00000266692	0	0	0	0	1	0
ENSG00000266696	0	0	0	1	0	0
ENSG00000266709	0	1	0	0	0	0
ENSG00000266714	23	16	19	57	102.99999	26.99999
ENSG00000266717	0	1	1	9	0	0
ENSG00000266718	1	1	1	0	0	0
ENSG00000266720	1	0	0	0	0	0
ENSG00000266721	1	0	0	0	0	0
ENSG00000266729	0	0	2	54.00001	21	23
ENSG00000266736	0	0	0	1	0	0
ENSG00000266738	0	0	1	0	0	0
ENSG00000266744	0	1	0	0	3	0
ENSG00000266751	0	0	2	1	1	0
ENSG00000266754	1	1	0	0	0	0
ENSG00000266770	0	0	0	1	0	0
ENSG00000266780	0	0	2	0	0	0
ENSG00000266783	1	0	0	0	0	0
ENSG00000266801	2	1	0	0	0	0
ENSG00000266805	0	0	0	3	0	1
ENSG00000266821	0	0	0	1	0	0
ENSG00000266824	20	31	24	11	9	8
ENSG00000266826	3	1	1	0	0	0
ENSG00000266830	3	0	3	0	12	2
ENSG00000266835	26	19.99998	12	1	5	0
ENSG00000266844	1	0	0	0	0	0
ENSG00000266850	68.00002	63.00003	69.00002	10	5	11
ENSG00000266858	0	0	1	0	0	0
ENSG00000266863	0	0	0	0	1	1
ENSG00000266869	392	444	440.99999	37	19	40.99999
ENSG00000266872	0	1	1	0	0	0
ENSG00000266876	0	1	0	1	1	2
ENSG00000266877	2	2	0	0	0	0
ENSG00000266891	0	2	0	0	0	0
ENSG00000266896	2	1	0	0	0	1
ENSG00000266897	8	7	2	10	3	4
ENSG00000266899	2	5	0	0	0	0
ENSG00000266903	270	248	246	158	80.99999	137
ENSG00000266904	281.00001	431.99999	454.99999	117.99998	44.99998	40.99999
