"seqnames","qry_id","ref_id","qry_gene_id","ref_gene_id","gene_name","class_code","strand","start","end","len","num_exons","prediction","rnamining_score","exon","classification"
"12","BambuTx189","ENST00000536668","ENSG00000275778","ENSG00000275778","ENSG00000275778","j","-",10995961,11171615,832,4,"non-coding",0.9999785,"multi-exonic","multiexon SJ match"
"1","BambuTx19","ENST00000374392","ENSG00000184454","ENSG00000184454","NCMAP","j","+",24556089,24601582,486,4,"non-coding",0.9996552,"multi-exonic","multiexon SJ match"
"12","BambuTx190","ENST00000535024","ENSG00000255837","ENSG00000275778","ENSG00000275778","j","-",10995961,11171616,729,3,"non-coding",0.99995416,"multi-exonic","multiexon SJ match"
"12","BambuTx192","-","BambuGene4582","-",NA,"u","-",20775995,20783333,1413,2,"non-coding",0.9999534,"multi-exonic","intergenic"
"12","BambuTx195","ENST00000229314","ENSG00000111711","ENSG00000111711","GOLT1B","j","+",21501792,21508290,383,3,"non-coding",0.76120913,"multi-exonic","multiexon SJ match"
"12","BambuTx196","ENST00000395872","ENSG00000087494","ENSG00000087494","PTHLH","j","-",27958086,27969976,1325,4,"non-coding",0.9974549,"multi-exonic","multiexon SJ match"
"12","BambuTx197","ENST00000337682","ENSG00000139146","ENSG00000139146","SINHCAF","j","-",31282675,31326165,1007,7,"non-coding",0.99999857,"multi-exonic","multiexon SJ match"
"12","BambuTx198","ENST00000772470","ENSG00000256843","ENSG00000300510",NA,"x","-",31749133,31757089,819,4,"non-coding",0.9999686,"multi-exonic","antisense"
"12","BambuTx199","ENST00000423947","BambuGene4631","ENSG00000177119",NA,"i","-",45229391,45232356,962,2,"non-coding",0.9999989,"multi-exonic","intronic"
"1","BambuTx2","ENST00000270722","BambuGene33","ENSG00000142611",NA,"i","+",3193074,3195526,1337,2,"non-coding",0.9998645,"multi-exonic","intronic"
"1","BambuTx20","ENST00000456316","ENSG00000229162","ENSG00000229162","RUNX3-AS1","j","+",24947569,24964699,2627,5,"non-coding",0.99999297,"multi-exonic","multiexon SJ match"
"12","BambuTx200","ENST00000734696","ENSG00000257496","ENSG00000295982","ENSG00000295982","j","-",46489460,46524294,1223,4,"non-coding",0.9999978,"multi-exonic","multiexon SJ match"
"12","BambuTx201","ENST00000837989","ENSG00000309040","ENSG00000309040","ENSG00000309040","j","-",47305714,47307909,1558,2,"non-coding",0.9999902,"multi-exonic","multiexon SJ match"
"12","BambuTx202","ENST00000848642","BambuGene4110","ENSG00000310270",NA,"x","+",47426898,47450395,745,2,"non-coding",0.9999962,"multi-exonic","antisense"
"12","BambuTx204","ENST00000547395","ENSG00000257913","ENSG00000257913","DDN-AS1","j","+",48998346,49017664,688,3,"non-coding",0.9999981,"multi-exonic","multiexon SJ match"
"12","BambuTx205","-","BambuGene4686","-",NA,"u","-",51883243,51887989,505,3,"non-coding",0.9999789,"multi-exonic","intergenic"
"12","BambuTx206","ENST00000209873","BambuGene4193","ENSG00000094914",NA,"x","+",53307456,53321610,247,2,"non-coding",0.8961121,"multi-exonic","antisense"
"12","BambuTx207","ENST00000303460","ENSG00000180818","ENSG00000180818","HOXC10","j","+",53985146,53990276,1836,3,"non-coding",0.9999848,"multi-exonic","multiexon SJ match"
"12","BambuTx208","ENST00000394331","ENSG00000197757","ENSG00000197757","HOXC6","j","+",53994825,54030820,1704,3,"non-coding",0.99445856,"multi-exonic","multiexon SJ match"
"12","BambuTx209","ENST00000040584","ENSG00000037965","ENSG00000037965","HOXC8","j","+",53994823,54011920,1026,2,"non-coding",0.99999547,"multi-exonic","multiexon SJ match"
"12","BambuTx210","-","BambuGene4720","-",NA,"u","-",54915989,54936950,1434,4,"non-coding",0.9999959,"multi-exonic","intergenic"
"12","BambuTx211","ENST00000322165","ENSG00000025423","ENSG00000025423","HSD17B6","j","+",56778776,56787789,1356,4,"non-coding",0.9975421,"multi-exonic","multiexon SJ match"
"12","BambuTx213","ENST00000418919","BambuGene4259","ENSG00000135677",NA,"x","+",64714950,64715515,432,2,"non-coding",0.9999934,"multi-exonic","antisense"
"12","BambuTx214","ENST00000743906","ENSG00000296964","ENSG00000296964","ENSG00000296964","j","-",65652664,65655256,822,3,"non-coding",0.9999988,"multi-exonic","multiexon SJ match"
"12","BambuTx215","ENST00000550641","BambuGene4797","ENSG00000111596",NA,"i","-",70302446,70305319,2663,2,"non-coding",0.99999434,"multi-exonic","intronic"
"12","BambuTx216","ENST00000829948","ENSG00000307941","ENSG00000307941","ENSG00000307941","j","+",70754458,70773795,409,3,"non-coding",0.9946673,"multi-exonic","multiexon SJ match"
"12","BambuTx218","ENST00000548651","BambuGene4290","ENSG00000182050",NA,"i","+",86264553,86267551,609,2,"non-coding",0.99677384,"multi-exonic","intronic"
"12","BambuTx219","-","BambuGene4292","-",NA,"u","+",87429162,87440601,675,3,"non-coding",0.999992,"multi-exonic","intergenic"
"1","BambuTx22","ENST00000754553","ENSG00000228589","ENSG00000289576","ENSG00000289576","j","-",28095727,28096344,382,2,"non-coding",0.9991681,"multi-exonic","multiexon SJ match"
"12","BambuTx220","ENST00000830039","ENSG00000252827","ENSG00000307952","ENSG00000307952","j","-",96422326,96427438,226,2,"non-coding",0.95909005,"multi-exonic","multiexon SJ match"
"12","BambuTx221","ENST00000548740","BambuGene4324","ENSG00000258272",NA,"i","+",96457608,96463848,540,3,"non-coding",0.9999859,"multi-exonic","intronic"
"12","BambuTx222","ENST00000781255","ENSG00000301737","ENSG00000301737","ENSG00000301737","j","-",107337818,107349249,427,3,"non-coding",0.99999255,"multi-exonic","multiexon SJ match"
"12","BambuTx226","ENST00000550505","ENSG00000135116","ENSG00000135116","HRK","j","-",116861222,116878673,461,2,"non-coding",0.99529266,"multi-exonic","multiexon SJ match"
"12","BambuTx227","ENST00000289004","ENSG00000256811","ENSG00000158104",NA,"x","+",121839737,121848268,676,3,"non-coding",0.9999054,"multi-exonic","antisense"
"12","BambuTx228","ENST00000750772","ENSG00000256811","ENSG00000256811","TIALD","j","+",121839737,121881237,1580,4,"non-coding",0.9999868,"multi-exonic","multiexon SJ match"
"12","BambuTx229","ENST00000288912","ENSG00000158023","ENSG00000158023","CFAP251","j","+",121993113,122003919,1159,4,"non-coding",0.9999856,"multi-exonic","multiexon SJ match"
"1","BambuTx23","ENST00000373842","BambuGene1275","ENSG00000130772",NA,"x","-",28334640,28335966,779,2,"non-coding",0.9999504,"multi-exonic","antisense"
"12","BambuTx230","ENST00000288912","ENSG00000158023","ENSG00000158023","CFAP251","j","+",121993127,122003919,1222,4,"non-coding",0.9999644,"multi-exonic","multiexon SJ match"
"12","BambuTx231","ENST00000761514","ENSG00000289831","ENSG00000289831","ENSG00000289831","j","-",122406573,122422640,610,3,"non-coding",0.99994576,"multi-exonic","multiexon SJ match"
"12","BambuTx232","ENST00000793548","ENSG00000303311","ENSG00000303311","ENSG00000303311","j","-",124511900,124518334,798,2,"non-coding",0.99967444,"multi-exonic","multiexon SJ match"
"12","BambuTx233","ENST00000536769","BambuGene4477","ENSG00000150991",NA,"x","+",124911646,124912451,579,2,"non-coding",0.99315923,"multi-exonic","antisense"
"12","BambuTx234","ENST00000536769","BambuGene4477","ENSG00000150991",NA,"x","+",124911646,124912494,621,2,"non-coding",0.93999016,"multi-exonic","antisense"
"12","BambuTx235","ENST00000542980","ENSG00000256151","ENSG00000256151","ADGRD1-AS1","j","-",130989170,130993983,2164,3,"non-coding",0.9999965,"multi-exonic","multiexon SJ match"
"12","BambuTx236","ENST00000542980","ENSG00000256151","ENSG00000256151","ADGRD1-AS1","j","-",130990690,130993930,856,3,"non-coding",0.99999815,"multi-exonic","multiexon SJ match"
"1","BambuTx24","ENST00000373812","ENSG00000198492","ENSG00000198492","YTHDF2","j","+",28736935,28769775,1165,4,"non-coding",0.99988514,"multi-exonic","multiexon SJ match"
"12","BambuTx241","ENST00000541009","ENSG00000090612","ENSG00000090612","ZNF268","j","+",133181504,133202445,1041,7,"non-coding",0.9999826,"multi-exonic","multiexon SJ match"
"13","BambuTx243","ENST00000723426","ENSG00000294408","ENSG00000294408","ENSG00000294408","j","+",24160720,24199817,957,2,"non-coding",0.9999992,"multi-exonic","multiexon SJ match"
"13","BambuTx244","ENST00000380752","ENSG00000139514","ENSG00000139514","SLC7A1","j","-",29542007,29595699,1052,3,"non-coding",0.99999845,"multi-exonic","multiexon SJ match"
"13","BambuTx245","ENST00000801014","ENSG00000304203","ENSG00000304203","ENSG00000304203","j","-",30825916,30833074,394,2,"non-coding",0.9999955,"multi-exonic","multiexon SJ match"
"13","BambuTx246","ENST00000839424","ENSG00000223685","ENSG00000223685","LINC00571","j","-",38184928,38350267,644,4,"non-coding",0.9999896,"multi-exonic","multiexon SJ match"
"13","BambuTx247","ENST00000643246","ENSG00000136143","ENSG00000136143","SUCLA2","j","-",48002404,48037982,652,3,"non-coding",0.9985297,"multi-exonic","multiexon SJ match"
"13","BambuTx248","ENST00000470410","ENSG00000102547","ENSG00000102547","CAB39L","j","-",49442345,49444064,519,2,"non-coding",0.9999806,"multi-exonic","multiexon SJ match"
"1","BambuTx25","-","BambuGene245","-",NA,"u","+",30523467,30528930,1242,2,"non-coding",0.99999,"multi-exonic","intergenic"
"13","BambuTx250","ENST00000416909","ENSG00000223392","ENSG00000223392","CLDN10-AS1","j","-",95517511,95533922,741,3,"non-coding",0.9999893,"multi-exonic","multiexon SJ match"
"13","BambuTx252","ENST00000405925","ENSG00000174405","ENSG00000174405","LIG4","j","-",108216332,108218341,1464,3,"non-coding",0.9999958,"multi-exonic","multiexon SJ match"
"13","BambuTx253","ENST00000405925","ENSG00000174405","ENSG00000174405","LIG4","j","-",108216925,108218341,748,2,"non-coding",0.9999783,"multi-exonic","multiexon SJ match"
"13","BambuTx255","ENST00000793035","ENSG00000289010","ENSG00000289010","ENSG00000289010","j","-",110494470,110561722,950,3,"non-coding",0.99999785,"multi-exonic","multiexon SJ match"
"13","BambuTx256","ENST00000785229","ENSG00000290808","ENSG00000290808","ENSG00000290808","j","+",110965690,110978385,1576,3,"non-coding",0.99999887,"multi-exonic","multiexon SJ match"
"13","BambuTx257","ENST00000283547","ENSG00000153495","ENSG00000153495","TEX29","j","+",111337416,111344248,668,4,"non-coding",0.99981135,"multi-exonic","multiexon SJ match"
"13","BambuTx258","ENST00000497241","ENSG00000153495","ENSG00000153495","TEX29","j","+",111337429,111344248,838,5,"non-coding",0.999985,"multi-exonic","multiexon SJ match"
"13","BambuTx259","ENST00000375370","ENSG00000198176","ENSG00000198176","TFDP1","j","+",113584676,113641470,2555,12,"non-coding",0.9999913,"multi-exonic","multiexon SJ match"
"1","BambuTx26","ENST00000333070","ENSG00000182866","ENSG00000182866","LCK","j","+",32274102,32286165,2109,13,"non-coding",0.9999167,"multi-exonic","multiexon SJ match"
"14","BambuTx260","ENST00000336053","BambuGene5322","ENSG00000092199",NA,"x","+",21234101,21269424,277,2,"non-coding",0.9904681,"multi-exonic","antisense"
"14","BambuTx261","ENST00000649801","ENSG00000129472","ENSG00000129472","RAB2B","j","-",21459020,21476977,2296,9,"non-coding",0.99993896,"multi-exonic","multiexon SJ match"
"14","BambuTx262","ENST00000565988","ENSG00000278784","ENSG00000260669","ENSG00000260669","j","-",24202032,24213491,1758,6,"non-coding",0.9999912,"multi-exonic","multiexon SJ match"
"14","BambuTx263","ENST00000347519","ENSG00000278784","ENSG00000254505","CHMP4A","j","-",24201613,24213488,1525,6,"non-coding",0.99996436,"multi-exonic","multiexon SJ match"
"14","BambuTx264","ENST00000288111","ENSG00000157379","ENSG00000157379","DHRS1","j","-",24290598,24299751,1328,8,"non-coding",0.98001784,"multi-exonic","multiexon SJ match"
"14","BambuTx265","ENST00000382554","ENSG00000205978","ENSG00000205978","NYNRIN","j","+",24399009,24406250,933,3,"non-coding",0.9999901,"multi-exonic","multiexon SJ match"
"14","BambuTx266","ENST00000549185","ENSG00000203546","ENSG00000203546","ENSG00000203546","j","-",31427470,31457461,615,4,"non-coding",0.99984246,"multi-exonic","multiexon SJ match"
"14","BambuTx267","ENST00000557371","ENSG00000258580","ENSG00000258580","ENSG00000258580","j","-",32373220,32417993,635,4,"non-coding",0.9999986,"multi-exonic","multiexon SJ match"
"14","BambuTx268","ENST00000554449","ENSG00000151320","ENSG00000151320","AKAP6","j","+",32418352,32440493,2267,3,"non-coding",0.9999985,"multi-exonic","multiexon SJ match"
"14","BambuTx269","ENST00000556542","ENSG00000257585","ENSG00000257585","LINC00609","j","+",36214916,36235606,426,2,"non-coding",0.99979275,"multi-exonic","multiexon SJ match"
"1","BambuTx27","ENST00000640233","BambuGene1343","ENSG00000163874",NA,"x","-",37475213,37476565,1255,2,"non-coding",0.99999684,"multi-exonic","antisense"
"14","BambuTx270","ENST00000716754","ENSG00000283098","ENSG00000283098","ENSG00000283098","j","+",36320766,36342950,1402,3,"non-coding",0.9999994,"multi-exonic","multiexon SJ match"
"14","BambuTx271","ENST00000521945","ENSG00000257520","ENSG00000257520","SFTA3","j","-",36473363,36519556,832,4,"non-coding",0.9999517,"multi-exonic","multiexon SJ match"
"14","BambuTx272","ENST00000521945","ENSG00000257520","ENSG00000257520","SFTA3","j","-",36473420,36519630,844,4,"non-coding",0.9999892,"multi-exonic","multiexon SJ match"
"14","BambuTx273","ENST00000518002","BambuGene5393","ENSG00000229415",NA,"x","+",36508435,36509275,281,2,"non-coding",0.82784224,"multi-exonic","antisense"
"14","BambuTx274","ENST00000553443","BambuGene5713","ENSG00000139865",NA,"i","-",37597006,37598441,865,2,"non-coding",0.9999242,"multi-exonic","intronic"
"14","BambuTx275","ENST00000776323","ENSG00000260046","ENSG00000301115","ENSG00000301115","j","+",45253310,45369706,1391,4,"non-coding",0.99999946,"multi-exonic","multiexon SJ match"
"14","BambuTx276","ENST00000554438","ENSG00000125375","ENSG00000125375","DMAC2L","j","+",50312324,50325933,712,4,"non-coding",0.9999691,"multi-exonic","multiexon SJ match"
"14","BambuTx277","ENST00000791135","ENSG00000258857","ENSG00000258857","ENSG00000258857","j","+",50396340,50418525,677,5,"non-coding",0.9999544,"multi-exonic","multiexon SJ match"
"14","BambuTx278","ENST00000555216","ENSG00000012983","ENSG00000012983","MAP4K5","j","-",50559410,50561101,1015,2,"non-coding",0.9999602,"multi-exonic","multiexon SJ match"
"14","BambuTx279","ENST00000706707","BambuGene5429","ENSG00000100503",NA,"x","+",50678302,50746076,1732,6,"non-coding",0.99998367,"multi-exonic","antisense"
"1","BambuTx28","ENST00000373044","ENSG00000196449","ENSG00000196449","YRDC","j","-",37802946,37807674,1517,5,"non-coding",0.99999505,"multi-exonic","multiexon SJ match"
"14","BambuTx280","ENST00000679557","ENSG00000100532","ENSG00000100532","CGRRF1","j","+",54509906,54538616,1404,7,"non-coding",0.99999905,"multi-exonic","multiexon SJ match"
"14","BambuTx281","ENST00000556826","BambuGene5760","ENSG00000151812",NA,"i","-",57808164,57809314,387,2,"non-coding",0.99991214,"multi-exonic","intronic"
"14","BambuTx283","ENST00000645694","ENSG00000126778","ENSG00000126778","SIX1","j","-",60645275,60648526,1436,2,"non-coding",0.9999944,"multi-exonic","multiexon SJ match"
"14","BambuTx285","ENST00000661303","ENSG00000247287","ENSG00000247287","PRKCH-AS1","j","-",61296065,61322829,1313,4,"non-coding",0.9999692,"multi-exonic","multiexon SJ match"
"14","BambuTx286","ENST00000332981","BambuGene5775","ENSG00000027075",NA,"i","-",61351207,61355924,716,3,"non-coding",0.99998516,"multi-exonic","intronic"
"14","BambuTx287","ENST00000555220","ENSG00000089775","ENSG00000089775","ZBTB25","j","-",64449326,64503838,671,3,"non-coding",0.9999697,"multi-exonic","multiexon SJ match"
"14","BambuTx289","ENST00000751530","BambuGene5468","ENSG00000297881",NA,"x","+",67412334,67416166,633,2,"non-coding",0.9999986,"multi-exonic","antisense"
"1","BambuTx29","ENST00000626342","BambuGene1388","ENSG00000230615",NA,"x","-",44044805,44048403,899,2,"non-coding",0.99956626,"multi-exonic","antisense"
"14","BambuTx290","ENST00000751530","BambuGene5468","ENSG00000297881",NA,"x","+",67412360,67416166,626,2,"non-coding",0.99989957,"multi-exonic","antisense"
"14","BambuTx291","ENST00000655620","ENSG00000259033","ENSG00000259033","ENSG00000259033","j","+",70255632,70343391,1343,3,"non-coding",0.99999887,"multi-exonic","multiexon SJ match"
"14","BambuTx292","ENST00000555661","ENSG00000140043","ENSG00000140043","PTGR2","j","+",73851833,73863564,1223,4,"non-coding",0.99999297,"multi-exonic","multiexon SJ match"
"14","BambuTx293","ENST00000267568","ENSG00000140043","ENSG00000140043","PTGR2","j","+",73851932,73863564,1301,4,"non-coding",0.9999953,"multi-exonic","multiexon SJ match"
"14","BambuTx294","ENST00000557752","BambuGene5842","ENSG00000259164",NA,"i","-",77115242,77125080,916,2,"non-coding",0.9999371,"multi-exonic","intronic"
"14","BambuTx295","ENST00000788248","ENSG00000284959","ENSG00000284959","ENSG00000284959","j","-",81165661,81170419,513,2,"non-coding",0.9999543,"multi-exonic","multiexon SJ match"
"14","BambuTx296","ENST00000618431","ENSG00000273783","ENSG00000273783","GTF2A1-AS1","j","+",81221054,81226005,797,2,"non-coding",0.9999591,"multi-exonic","multiexon SJ match"
"14","BambuTx297","ENST00000832990","ENSG00000308283","ENSG00000308283","ENSG00000308283","j","-",92503415,92507395,519,2,"non-coding",0.9999663,"multi-exonic","multiexon SJ match"
"14","BambuTx298","ENST00000342144","ENSG00000187581","ENSG00000187581","COX8C","j","+",93333225,93348355,627,2,"non-coding",0.99977976,"multi-exonic","multiexon SJ match"
"14","BambuTx299","ENST00000725776","BambuGene5573","ENSG00000258460",NA,"x","+",101316172,101322261,1377,2,"non-coding",0.99999774,"multi-exonic","antisense"
"1","BambuTx3","ENST00000356575","BambuGene35","ENSG00000162591",NA,"i","+",3531571,3534338,648,3,"non-coding",0.99994916,"multi-exonic","intronic"
"14","BambuTx300","ENST00000558600","ENSG00000302673","ENSG00000080824","HSP90AA1","j","-",102134363,102139340,434,2,"non-coding",0.9999768,"multi-exonic","multiexon SJ match"
"14","BambuTx301","ENST00000335263","ENSG00000140153","ENSG00000140153","WDR20","j","+",102139897,102223673,1120,2,"non-coding",0.9998131,"multi-exonic","multiexon SJ match"
"14","BambuTx302","ENST00000553430","BambuGene5620","ENSG00000156411",NA,"x","+",103912510,103915191,335,2,"non-coding",0.99940777,"multi-exonic","antisense"
