TXNAME	GENEID	R1_H1975.bam	R2_H1975.bam	R3_H1975.bam	R1_HCC827.bam	R2_HCC827.bam	R3_HCC827.bam
ENST00000360117	ENSG00000196247	0	4	2	0	0	3
ENST00000360127	ENSG00000187624	0	0.12478	0.44503	97	61	111
ENST00000360128	ENSG00000198042	29	39	36	7	11	9
ENST00000360131	ENSG00000084693	2	3	4	3	1	6
ENST00000360134	ENSG00000187243	0	0	0	1	2	2
ENST00000360150	ENSG00000087502	1	0	0	0	0	0
ENST00000360156	ENSG00000125354	0	0	1	0	0	0
ENST00000360168	ENSG00000111319	18.51934	25.01744	18.18988	42.95339	31	56.73703
ENST00000360171	ENSG00000196873	0	1	2	1	1	1
ENST00000360187	ENSG00000196458	3	4	1	2	1	1
ENST00000360194	ENSG00000197798	6	7	3	6	0	3
ENST00000360204	ENSG00000160229	1	2	0	0	0	0
ENST00000360212	ENSG00000117335	0	0	1	0	0	0
ENST00000360218	ENSG00000196188	0	1	0	0	0	0
ENST00000360240	ENSG00000047849	2	11	11	8	0	7
ENST00000360244	ENSG00000117362	864	894	737	788	296	875
ENST00000360252	ENSG00000102710	1	0	1	2	0	1
ENST00000360265	ENSG00000196526	1.20808	0	0	0	0	0.57243
ENST00000360270	ENSG00000147065	386	397	297	125	46	162
ENST00000360271	ENSG00000197355	0.97818	0	1.98737	0	0	0
ENST00000360299	ENSG00000111540	121	126	104	96	25	93
ENST00000360311	ENSG00000197385	2	1	2	1	0	4
ENST00000360315	ENSG00000167491	0	0	1	0	0	0
ENST00000360317	ENSG00000073605	0	0	0	3	0	2.93562
ENST00000360325	ENSG00000181885	4133	3841	3883	8397	5657	8511
ENST00000360338	ENSG00000197714	4	5	5	1	0	0
ENST00000360356	ENSG00000138496	1	0	0	0	0	0
ENST00000360357	ENSG00000197808	1	0	0	1	0	0
ENST00000360359	ENSG00000064999	0	1	0	0	0	0
ENST00000360370	ENSG00000114544	14.42651	27	11.02676	22	10	33
ENST00000360379	ENSG00000163216	42	33	41	57	31	50
ENST00000360382	ENSG00000196636	6	7	9	0	0	1
ENST00000360383	ENSG00000130177	19	26	15	9	3	5
ENST00000360385	ENSG00000130803	4	10	5	1	1	6
ENST00000360392	ENSG00000100505	0	0	0	0	0	1
ENST00000360403	ENSG00000070785	175	188	168	392	245	352
ENST00000360415	ENSG00000241258	6	17	14	9	7	3
ENST00000360423	ENSG00000213648	169	126	126	247	171	286
ENST00000360426	ENSG00000124214	207	282	195	172	47	160
ENST00000360448	ENSG00000164674	0	0	0	0	0	1
ENST00000360453	ENSG00000155846	0	1	1	1	0	0
ENST00000360454	ENSG00000196748	3	0	0	0	0	0
ENST00000360458	ENSG00000123562	178	173	187	159	49	133
ENST00000360461	ENSG00000196155	0	0	0	0	0	1
ENST00000360465	ENSG00000167555	49	54	45	3	2	4
ENST00000360466	ENSG00000160087	1	0	0	0	0	0
ENST00000360472	ENSG00000162734	439	693	432	266	178	289
ENST00000360506	ENSG00000174606	6	2.32721	0	0	0	1
ENST00000360507	ENSG00000115649	285.47195	346.46541	294.53016	382.8831	227.81398	538.29305
ENST00000360515	ENSG00000158985	23	15	17	16	7	15
ENST00000360521	ENSG00000170525	0	0	0	1	0	0
ENST00000360525	ENSG00000185808	44	38	47	17	14	19
ENST00000360534	ENSG00000197635	0	0	0	10.5	0	0
ENST00000360535	ENSG00000105270	1	0	1	0	0	0
ENST00000360538	ENSG00000197579	63	69	67	36	12	38
ENST00000360540	ENSG00000168300	0	0	0	1	0	0
ENST00000360541	ENSG00000120705	266	360	293	166	75	140
ENST00000360566	ENSG00000171848	448.33333	18.42025	3.41053	213.66667	3.81542	198
ENST00000360568	ENSG00000072682	116	159	100	34	26	41
ENST00000360570	ENSG00000158234	0	0	1	0	0	0
ENST00000360586	ENSG00000198554	3	5	4	2	0	1
ENST00000360589	ENSG00000144031	0	1	0	0	0	0
ENST00000360591	ENSG00000127952	4	1	3	1	0	4
ENST00000360594	ENSG00000165929	5	9	10	1	1	2
ENST00000360596	ENSG00000131069	68	67	45	47	35	51
ENST00000360597	ENSG00000113648	0	1	0	3	3	1
ENST00000360614	ENSG00000196365	9	4	1	1	1	4
ENST00000360629	ENSG00000134884	0	0	1	0	0	0
ENST00000360632	ENSG00000018408	317	393	344	134	52	134
ENST00000360635	ENSG00000119185	46	62	47	31	16	20
ENST00000360647	ENSG00000163848	71	107	77	40	13	46
ENST00000360652	ENSG00000132635	4	4	4	5	5	4
ENST00000360656	ENSG00000197180	626	508	544	614	372	442
ENST00000360663	ENSG00000107758	0.5	0	0	0	0	0
ENST00000360668	ENSG00000101460	7.8644	9	9	0	0	0
ENST00000360674	ENSG00000143537	0	0	0	4	1	10
ENST00000360688	ENSG00000102886	0	0	0	0	0	1
ENST00000360689	ENSG00000033170	60	41	33	7	2	7
ENST00000360694	ENSG00000112033	5	22	16	7	0	12
ENST00000360718	ENSG00000161011	42.81055	41.07522	65.22493	64.88403	66.35231	53.21396
ENST00000360729	ENSG00000189042	4	0	2	1	0	0
ENST00000360742	ENSG00000129696	30	41	30	67	62	92
ENST00000360743	ENSG00000007341	6	1	2	0	0	0
ENST00000360760	ENSG00000196141	107	121	87	75	29	62
ENST00000360768	ENSG00000196715	47.33333	0.62619	50.66667	24	15	27.66667
ENST00000360779	ENSG00000125775	34	33	46	59	35	58
ENST00000360787	ENSG00000122566	28	40	33	18	4	12
ENST00000360793	ENSG00000008283	153	178	120	100	55	127
ENST00000360796	ENSG00000168000	4.84399	0.99693	3.39492	8.26079	9.39042	3.28731
ENST00000360798	ENSG00000105699	5	2	2	1	1	3
ENST00000360803	ENSG00000107937	124	207	192	43	19	48
ENST00000360804	ENSG00000118785	2	0	0	0	0	0
ENST00000360814	ENSG00000120820	21	25	24	0	0	0
ENST00000360816	ENSG00000196227	65	66	57	41	19	39
ENST00000360817	ENSG00000182326	60	63	41	4	0	1
ENST00000360820	ENSG00000136021	2	2	1	0	1	0
ENST00000360840	ENSG00000116221	874	1051	832	2950	2634	3574
ENST00000360843	ENSG00000198586	0	1	0	0	0	0
ENST00000360845	ENSG00000130119	36	37	18	31	10	22
ENST00000360851	ENSG00000143344	1	0	1	1	2	5
ENST00000360862	ENSG00000122390	2	1	3	0	0	0
ENST00000360864	ENSG00000101152	4	3	1	4	8	8
ENST00000360876	ENSG00000106263	7	14	4	7	5	9
ENST00000360900	ENSG00000103248	11	10	10	0	1	3
ENST00000360909	ENSG00000100592	5	2	4	0	1	2
ENST00000360911	ENSG00000101040	5	5	5	0	0	1
ENST00000360916	ENSG00000163138	4	2	0	1	0	1
ENST00000360937	ENSG00000002726	9	8	7	15	6	23
ENST00000360938	ENSG00000157557	168	247	175	47	10	39
ENST00000360943	ENSG00000159202	46	45	38	36	22	41
ENST00000360945	ENSG00000196860	0	0	1	0	0	0
ENST00000360951	ENSG00000078487	6	1	2	2	2	0
ENST00000360954	ENSG00000125430	0	1	0	0	0	0
ENST00000360966	ENSG00000113578	1	0	2	0	0	1
ENST00000360981	ENSG00000244274	181	201	151	345	250	328
ENST00000360986	ENSG00000109625	0	1	0	0	0	0
ENST00000361005	ENSG00000010438	457	416	372	1283	908	1279
ENST00000361006	ENSG00000139436	4	1	3	1	1	3
ENST00000361007	ENSG00000197879	24	25	13	17	11	23
ENST00000361024	ENSG00000137145	1.78909	0	0	0	0	0
ENST00000361034	ENSG00000075240	0	0	0	0	0	1
ENST00000361040	ENSG00000116580	0	0	1	0	0	0
ENST00000361055	ENSG00000144744	17	27	28	4	4	5
ENST00000361059	ENSG00000280987	0	1	2	0	0	0
ENST00000361060	ENSG00000198380	284	374	300	258	93	256
ENST00000361066	ENSG00000134202	0	0	1	0	0	0
ENST00000361070	ENSG00000168411	6	4	1	1	0	3
ENST00000361078	ENSG00000055917	3	0	0	0	0	1
ENST00000361084	ENSG00000132698	918	731	738	3474	2359	3606
ENST00000361085	ENSG00000075407	7	17	9	0	0	3
ENST00000361092	ENSG00000106733	801	813	868	216	98	188
ENST00000361093	ENSG00000159131	35.91473	100	84	80	22	14.52188
ENST00000361099	ENSG00000115415	52	73	42	40	7	37.85802
ENST00000361113	ENSG00000198551	62.2798	73	88	36.90067	15	39.86414
ENST00000361114	ENSG00000107745	382	408	348	286	114	262
ENST00000361115	ENSG00000151882	0	0	0	8	6	17
ENST00000361121	ENSG00000133114	0	0	0	1	0	0
ENST00000361124	ENSG00000198885	2	1	0	0	0	0
ENST00000361127	ENSG00000198799	0	2	1	2	0	2
ENST00000361131	ENSG00000198729	24	31	12	3	3	8
ENST00000361143	ENSG00000114779	383	359.6156	363	388	226	490
ENST00000361148	ENSG00000122952	149	117	119	50	37	36
ENST00000361150	ENSG00000198836	2	4	4	0	0	0
ENST00000361157	ENSG00000126709	8418	8722	8768	3447	2578	4330
ENST00000361162	ENSG00000131051	113	153	134	58	25	67
ENST00000361166	ENSG00000186575	0	1	0	0	0	0
ENST00000361171	ENSG00000196814	0	1	0	0	0	1
ENST00000361175	ENSG00000198682	106	122	119	38	25	40
ENST00000361183	ENSG00000198898	12	9	14	8	3	4
ENST00000361188	ENSG00000198901	24	12	17	12	7	19
ENST00000361189	ENSG00000198961	14	18	12	7	2	2
ENST00000361193	ENSG00000181045	2	0.32307	4.98305	3	0	2
ENST00000361195	ENSG00000112531	4	3	1	3	0	2
ENST00000361198	ENSG00000198728	2	3	3	0	0	3
ENST00000361200	ENSG00000198842	0	1	1	0	0	0
ENST00000361204	ENSG00000198911	2	3	3	4	1	3
ENST00000361219	ENSG00000142864	1059	1163	1002	1675	864	1284
ENST00000361227	ENSG00000198840	769	415	666	2061	2828	1976
ENST00000361228	ENSG00000198774	4	11	11	1	2	1
ENST00000361229	ENSG00000198908	2	1	4	0	0	0
ENST00000361234	ENSG00000170633	225	218	205	143	45.22511	143
ENST00000361236	ENSG00000152558	0	2	0	4	0	0
ENST00000361242	ENSG00000198925	13	15	11	10	4	19
ENST00000361247	ENSG00000116584	0	1	1	0	0	0
ENST00000361264	ENSG00000198876	102	150	98	100	51	137
ENST00000361272	ENSG00000198791	1464	1435	1342	985	499	721
ENST00000361278	ENSG00000136270	66	94	70	42	14	56
ENST00000361283	ENSG00000198824	8	6	11	3	1	5
ENST00000361288	ENSG00000064995	276	390	318	259	137	276
ENST00000361293	ENSG00000131778	1	0	1	0	0	3
ENST00000361297	ENSG00000086015	0	1	0	0	0	0
ENST00000361298	ENSG00000166681	0	0	0	8627	6027	7326
ENST00000361309	ENSG00000196776	138	180	164	143	69	144
ENST00000361311	ENSG00000171603	0	0	1	0	0	0
ENST00000361314	ENSG00000116157	6	6	2	3	0	0
ENST00000361321	ENSG00000122482	1	1	5	2	1	1
ENST00000361335	ENSG00000212907	33	52	10	62	27	37
ENST00000361337	ENSG00000198900	62	83	63	38	11	44
ENST00000361346	ENSG00000198815	0	5	0	2	1	1
ENST00000361350	ENSG00000198711	0	0	0	0	1	0
ENST00000361351	ENSG00000138629	340	284	289	370	265	386
ENST00000361352	ENSG00000110002	71	76	50	0	7	2
ENST00000361354	ENSG00000061676	3	1	3	1	0	0
ENST00000361355	ENSG00000240038	1	0	0	1	0	0
ENST00000361361	ENSG00000160767	0	0	1	0	0	0
ENST00000361362	ENSG00000198939	5	5	1.99855	1	0	1
ENST00000361367	ENSG00000198730	0.62921	0	0	0	0	0
ENST00000361368	ENSG00000198742	5	5	2	3	0	3
ENST00000361377	ENSG00000164172	6	7	7	2	3	3
ENST00000361381	ENSG00000198886	25222	29077	29146	32592	27308	12629
ENST00000361383	ENSG00000132792	1030	1134	908	547	417	684
ENST00000361387	ENSG00000020256	16	11	6	6	2	9
ENST00000361389	ENSG00000100577	2	4	2	6	3	4
ENST00000361390	ENSG00000198888	194	1539	191	283	456.65382	180
ENST00000361392	ENSG00000126091	0	3	1	1	2	2
ENST00000361400	ENSG00000126091	3	4	0	2	0	7
ENST00000361413	ENSG00000198920	1	8	2	1	1	1
ENST00000361421	ENSG00000198846	0	0	0	9	1	4
ENST00000361427	ENSG00000198830	6030.5	11010.65299	9638.97063	13077.64049	7505.74198	10883.59566
ENST00000361432	ENSG00000119979	404	358	342	104	48	74
ENST00000361436	ENSG00000197958	81542	77911	72514	167299	94346	126348
ENST00000361439	ENSG00000169189	1864	1804	1795	3093	2674	2729
ENST00000361441	ENSG00000244509	1408	1211	963	620	338	557
ENST00000361444	ENSG00000136840	1	0	1	1	0	2
ENST00000361452	ENSG00000186575	3	1	2	0	1	1
ENST00000361453	ENSG00000198763	9514	6360	822	9899	1214	4935
ENST00000361464	ENSG00000198408	5	4	3	2	1	2
ENST00000361470	ENSG00000198934	4	3	7	5	6	10
ENST00000361473	ENSG00000248405	0	0	0	2	0	0
ENST00000361475	ENSG00000198959	219	219	175	26	16	70
ENST00000361478	ENSG00000181191	27.92684	20	22.27916	31	19	29
ENST00000361479	ENSG00000196199	5	8	0	1	1	0
ENST00000361485	ENSG00000110801	0.31235	0	0	0.22718	0.8028	0
ENST00000361487	ENSG00000198807	57	70	56	83	44	86
ENST00000361505	ENSG00000198805	679	599	501	337.49571	170.89697	408
ENST00000361507	ENSG00000033327	0	0	0	1	1	2
ENST00000361510	ENSG00000198836	3	6	3	1	1	1
ENST00000361518	ENSG00000198546	355	433	349	349	261	398
ENST00000361521	ENSG00000097021	290	299	220	338	246	364
ENST00000361523	ENSG00000126581	4.56684	4.47319	3.19064	1.60343	5.06834	2.23831
ENST00000361528	ENSG00000080802	3	10	4	1	0	3
ENST00000361530	ENSG00000142675	44	36	26	32	16	23
ENST00000361531	ENSG00000143314	2497	2459	2298	2656	1638	2332
ENST00000361532	ENSG00000143420	384	464	438	161	109	157
ENST00000361538	ENSG00000198721	356	349	262	235	126	237
ENST00000361544	ENSG00000079335	0	2	1	2	0	3
ENST00000361546	ENSG00000143569	0	0	0.83014	4	0.7231	2.19987
ENST00000361548	ENSG00000158055	0	1	3	1	0	4
ENST00000361549	ENSG00000198855	0	0	0	0	0	1
ENST00000361556	ENSG00000117859	4	4	3	4	0	3
ENST00000361564	ENSG00000198856	611	621	587	429	244	288
ENST00000361565	ENSG00000198700	36	48	35	40	18	68
ENST00000361566	ENSG00000171345	16934	17014	16829	40520	45376	55794
ENST00000361567	ENSG00000198786	42	125	94	100	766	112
ENST00000361568	ENSG00000221988	23	21	18	8	6	5
ENST00000361572	ENSG00000168214	12.57082	15.36545	15.3009	11.79319	1.85342	6
ENST00000361573	ENSG00000197818	2	1	2	2	1	1
ENST00000361574	ENSG00000198858	37	65	32	44	36	69
ENST00000361575	ENSG00000198918	10482	10000	9892	17411	15427	14446
ENST00000361580	ENSG00000075945	25	28	29	25	6	27
ENST00000361584	ENSG00000187801	4.25469	2.09838	7	0	0	3.71521
ENST00000361605	ENSG00000198912	281	298	302	197	78	175
ENST00000361611	ENSG00000100804	5673	5632	5020	7414	5154	7429
ENST00000361619	ENSG00000130299	1	0	0	0	0	1
ENST00000361624	ENSG00000198804	37	482	38	662	842	632
ENST00000361627	ENSG00000198826	6	9	3	2	1	2
ENST00000361631	ENSG00000143420	10	35	21	7	4	4
ENST00000361640	ENSG00000162482	2	7	10	0	0	0
ENST00000361641	ENSG00000198860	6	4	4	2	3	5
ENST00000361660	ENSG00000198874	0	1	0	1	0	1
ENST00000361665	ENSG00000082641	3	3	2	0	0	1
ENST00000361671	ENSG00000135040	19	36	28	11	1	15
ENST00000361676	ENSG00000186575	0	1	1	0	0	0
ENST00000361677	ENSG00000198863	8	9	4	5	3	10
ENST00000361678	ENSG00000144504	3	1	0	0	0	0
ENST00000361681	ENSG00000198695	53	49	35	21	96	36
ENST00000361682	ENSG00000093010	783	862	759	747	369	682
ENST00000361687	ENSG00000145348	0	1	0	0	0	0
ENST00000361704	ENSG00000158019	47	47	36	66	64	114
ENST00000361716	ENSG00000139190	0	1	0	0	0	3
ENST00000361717	ENSG00000145365	137.35672	106.39949	113	103.63819	36	38.5
ENST00000361720	ENSG00000198746	43	50	39	47	33	71
ENST00000361723	ENSG00000166801	24	15	17	17	9	12
ENST00000361725	ENSG00000144355	0	0	1	5	0	3
ENST00000361729	ENSG00000007968	0	0	0	0	0	1
ENST00000361731	ENSG00000198818	928	883	879	768	517	652
ENST00000361735	ENSG00000010165	67	87	71	86	38	95
ENST00000361739	ENSG00000198712	3361	704	3455	1720	4282	4677
ENST00000361745	ENSG00000178028	10	7	7	96	62	83
ENST00000361746	ENSG00000126091	0	0	1	0	0	0
ENST00000361752	ENSG00000112531	12	8	9	3	4	3
ENST00000361756	ENSG00000137522	216	217	211	287	185	305
ENST00000361762	ENSG00000169851	67	56	85	41	20	46
ENST00000361764	ENSG00000197568	143.85231	13.2974	39.73273	42.35343	39.75084	33.29674
ENST00000361776	ENSG00000198815	0	1	0	0	0	1
ENST00000361778	ENSG00000165282	20	11	13	16	8	22
ENST00000361779	ENSG00000136689	1	2	0	0	0	3
ENST00000361781	ENSG00000198964	4	7	10	3	0	6
ENST00000361786	ENSG00000198894	36	38	21	12	1	6
ENST00000361789	ENSG00000198727	38872	33613	34028	33150	19719	21084
ENST00000361794	ENSG00000198945	3	2	3	2	1	5
ENST00000361807	ENSG00000198298	92	118	91	37	15	24
ENST00000361813	ENSG00000198952	13	17	6	11	6	25
ENST00000361815	ENSG00000101843	39	35	43	47	21	48
ENST00000361818	ENSG00000034152	0	0	1	0	0	1
ENST00000361822	ENSG00000198839	2.90821	7	5	5	1	2
ENST00000361828	ENSG00000198836	10	15	6	2	1	8
ENST00000361831	ENSG00000163374	0	1	0	0	0	0
ENST00000361840	ENSG00000123178	89	86	90	160	89	103
ENST00000361842	ENSG00000132530	513	495	518	52	21	49
ENST00000361846	ENSG00000007341	0	1	0	4	0	0
ENST00000361847	ENSG00000080823	3	9	2	4	2	6
ENST00000361852	ENSG00000198758	0	0	0	2	1	0
ENST00000361871	ENSG00000198736	2300	2183	2238	900	534	903
ENST00000361875	ENSG00000196428	0	6	1	0	0	2
ENST00000361886	ENSG00000184599	3	2	3	1	0	0
ENST00000361891	ENSG00000143621	3522	3607	3229	2966	1662	2944
ENST00000361895	ENSG00000043143	0	0	0	1	0	0
ENST00000361899	ENSG00000198899	7387	9272	7440	9801	15089	9234
ENST00000361901	ENSG00000122786	34	73	56	0	2	0
ENST00000361906	ENSG00000198792	15	31	12	2	1	9
ENST00000361908	ENSG00000198836	15	13	11	4	2	3
ENST00000361909	ENSG00000140931	0	4	1	1	0	1
ENST00000361910	ENSG00000198960	94	98	100	65	51	85
ENST00000361921	ENSG00000211452	0	0	0	1	5	0
ENST00000361948	ENSG00000122970	4	2	5	2	0	1
ENST00000361952	ENSG00000198783	430	362	417	149	157	191
ENST00000361953	ENSG00000111206	3	1	1	2	0	1
ENST00000361959	ENSG00000126746	1	0	3	1	0	1
ENST00000361965	ENSG00000198758	0	0	0	6	0	1.48449
ENST00000361980	ENSG00000102078	0	0	0	0	0	1
ENST00000361983	ENSG00000198954	159	184	109	42	19	30
ENST00000361988	ENSG00000102312	17	30	18	24	9	19
ENST00000362000	ENSG00000126522	33	19	26	16	15	24
ENST00000362003	ENSG00000185619	30	45	23	32	14	23
ENST00000362007	ENSG00000198715	698	701	679	611	310	809
ENST00000362011	ENSG00000198892	39	57	39	67	60	81
ENST00000362012	ENSG00000095303	1	5	3	9	2	6
ENST00000362019	ENSG00000010165	27	30	27	31	13	24
ENST00000362020	ENSG00000126709	1539	1488	1556	471	334	568
ENST00000362026	ENSG00000164038	1	3	1	0	0	1
ENST00000362031	ENSG00000129515	0.50134	1.78355	7.97315	3.97305	2.81429	1.44671
ENST00000362034	ENSG00000197345	5492	4976	4724	5525	4106	5812
ENST00000362042	ENSG00000082641	6	9	3	3	1	0
ENST00000362049	ENSG00000204463	3	9	7	2	1	5
ENST00000362052	ENSG00000143420	8.68504	181.08837	24.17606	9.95128	51.6762	99.7662
ENST00000362065	ENSG00000198690	4	5	3	0	0	2
ENST00000362074	ENSG00000264343	101	125	89	51	44	51
ENST00000362076	ENSG00000143612	188	166	152	142	39	116
ENST00000362079	ENSG00000198938	10235.57128	5769.97936	11128.64494	8453.4804	4047.98517	2733.36259
ENST00000362091	ENSG00000134452	10	16	11	4	1	4
ENST00000362093	ENSG00000217555	63	33	37	121	76	106
ENST00000362097	ENSG00000189064	0	0	0	3	0	1
ENST00000362400	ENSG00000199270	4	2	1	3	4	0
ENST00000362464	ENSG00000199334	1	1	2	2	0	0
ENST00000362467	ENSG00000199337	1	0	3	2	4	0
ENST00000362482	ENSG00000199352	2	2	2	8	2	1
ENST00000362526	ENSG00000199396	1	1	2	4	2	3
ENST00000362545	ENSG00000199415	0	0	0	0	0	1
ENST00000362692	ENSG00000199562	0	1	0	0	0	0
ENST00000362821	ENSG00000199691	0	0	0	0	1	0
ENST00000363040	ENSG00000199910	2	1	2	0	2	0
ENST00000363083	ENSG00000199953	0	0	0	2	0	0
ENST00000363187	ENSG00000200057	0	0	1	0	0	0
ENST00000363442	ENSG00000200312	0	0	0	0	0	1
ENST00000363473	ENSG00000200343	0	1	2	4	3	3
ENST00000363500	ENSG00000200370	0	1	1	2	3	1
ENST00000363511	ENSG00000200381	0	3	0	0	2	2
ENST00000363618	ENSG00000200488	0	0	0	1	0	0
ENST00000363754	ENSG00000200624	1	4	1	6	3	0
ENST00000363925	ENSG00000200795	0	0	0	0	0	1
ENST00000364228	ENSG00000201098	0	0	0	1	1	2
ENST00000364234	ENSG00000201104	0	0	1	0	0	0
ENST00000364259	ENSG00000201129	0	0	0	0	0	1
ENST00000364451	ENSG00000201321	0	1	0	0	0	0
ENST00000364485	ENSG00000201355	2	1	3	0	2	3
ENST00000364558	ENSG00000201428	0	0	0	1	0	0
ENST00000364718	ENSG00000201588	6	0	2	3	7	0
ENST00000364784	ENSG00000201654	0	0	0	1	1	0
ENST00000364952	ENSG00000201822	0	0	0	0	0	1
ENST00000365055	ENSG00000201925	0	0	3	1	3	2
ENST00000365328	ENSG00000202198	31	51	29	53	111	42
ENST00000365387	ENSG00000202257	2	5	2	5	2	1
ENST00000365467	ENSG00000202337	11	5	4	5	8	5
ENST00000365484	ENSG00000202354	0	1	0	0	1	0
ENST00000365651	ENSG00000202521	5	2	1	4	3	1
ENST00000365656	ENSG00000202526	0	3	2	3	3	1
ENST00000365668	ENSG00000202538	0	0	0	41	65	22
ENST00000365779	ENSG00000012174	12.19552	6.51383	3.332	5.2581	1.16479	2.21411
ENST00000366105	ENSG00000234222	3	0	1	0	0	0
ENST00000366118	ENSG00000196141	1	0	0	0	0	0
ENST00000366134	ENSG00000233785	1	0	2	0	0	0
ENST00000366140	ENSG00000225964	1	0	0	0	0	1
ENST00000366175	ENSG00000204941	1	1	0	1	0	0
ENST00000366187	ENSG00000231312	126	81	113	98.40069	212.64568	53.92165
ENST00000366189	ENSG00000291113	0	0	0	0	2	2
ENST00000366212	ENSG00000162148	1	0	3	0	1	0
ENST00000366216	ENSG00000213923	0	1	0	2	4	0
ENST00000366221	ENSG00000215014	12	8	9	7	10	7
ENST00000366253	ENSG00000203434	1	0	0	0	0	0
ENST00000366259	ENSG00000280734	5	0	2	0	3	3
ENST00000366264	ENSG00000291224	1	0	0	0	5	0
ENST00000366285	ENSG00000171792	0	0	0	1	0	0
ENST00000366312	ENSG00000229950	1	0	0	1	0	0
ENST00000366329	ENSG00000130921	67	52	43	25	8	12
ENST00000366382	ENSG00000011478	0	2	0	1	1	0
ENST00000366424	ENSG00000203635	5	6	4	0	0	1
ENST00000366429	ENSG00000173421	1	1	0	0	0	0
ENST00000366437	ENSG00000230937	24	19	15	10	6	6
ENST00000366441	ENSG00000235257	7	4	4	0	0	4
ENST00000366442	ENSG00000160691	1	0	0	0	0	0
ENST00000366466	ENSG00000165264	592	458	434	86	60	81
ENST00000366472	ENSG00000175137	4	13	7	2	1	4
ENST00000366500	ENSG00000188295	1	2	1	0	0	0
ENST00000366503	ENSG00000277462	11	5	8	4	3	2
ENST00000366504	ENSG00000197472	42	32.67801	34	24	6.94555	25.94204
ENST00000366510	ENSG00000143653	531	676	556	252	132	256
ENST00000366512	ENSG00000162852	0	1	0	0	0	0
ENST00000366513	ENSG00000162852	8	3	3	1	0	2
ENST00000366514	ENSG00000162851	528	596	533	257	87	218
ENST00000366516	ENSG00000185420	257.29552	303.72001	237.13807	408.83482	186	408
ENST00000366521	ENSG00000203666	7	9	7	5	0	3
ENST00000366522	ENSG00000203666	20	11	10	2	2	2
ENST00000366525	ENSG00000153187	0	0	2.14511	0	0.59394	2.98433
ENST00000366527	ENSG00000153187	1	0	1	1	2	0
ENST00000366528	ENSG00000203667	10	20	18	3	3	3
ENST00000366529	ENSG00000213025	6	1	10	2	3	2
ENST00000366535	ENSG00000035687	143	160	168	60	29	66
ENST00000366541	ENSG00000054282	17	22	9	7	3	8
ENST00000366548	ENSG00000174371	0	0	1	0	0	1
ENST00000366553	ENSG00000203668	12	8	9	0.5	3	2
ENST00000366554	ENSG00000054277	44	26	31	4	2	6
ENST00000366558	ENSG00000117009	2	0	0	1	0	1
ENST00000366559	ENSG00000117009	6	3	6	7	3	10
ENST00000366560	ENSG00000091483	2242	2086	1730	1296	581	1064
ENST00000366579	ENSG00000119285	0	4.43274	0	0	0	0
ENST00000366582	ENSG00000119285	0	0	0	1	0	0
ENST00000366583	ENSG00000116977	0	0	0.02143	0	0	0
ENST00000366584	ENSG00000116977	150.1679	130.18002	135.27647	40.62966	16	33.05902
ENST00000366592	ENSG00000077585	0	0	0	15	14	14
ENST00000366600	ENSG00000162885	5	19	8	2	0	2
ENST00000366601	ENSG00000284770	3	1	4	5	2	2
ENST00000366607	ENSG00000173726	8176	7751	7297	6787	4011	5407
ENST00000366609	ENSG00000168264	26	25	22	19	19	9
ENST00000366610	ENSG00000168264	30	18	27	26	40	16
ENST00000366612	ENSG00000168275	0.18577	0	0.14415	0.12533	0	31
ENST00000366613	ENSG00000168275	125	108	137	89	41	41
ENST00000366615	ENSG00000168275	4524	3992	3791	2011	1024	1552
ENST00000366617	ENSG00000183780	5	11	3	0	0	0
ENST00000366621	ENSG00000135750	0	0	0	313	108	279
ENST00000366622	ENSG00000143674	0	0.86024	0	0	0	0
ENST00000366627	ENSG00000135778	3	5	8	3	1	1
ENST00000366628	ENSG00000135778	1627	1652	1462	1259	803	1099
ENST00000366639	ENSG00000116918	93	96	81	22	8	8
ENST00000366641	ENSG00000135766	35	31	31	13	32	6
ENST00000366645	ENSG00000116903	37	15	29	15	13	13
ENST00000366647	ENSG00000116906	293	341	264	144	40	141
ENST00000366649	ENSG00000143633	122.5	319.80206	264.51168	83.39085	0	71.90459
ENST00000366651	ENSG00000143633	69	63.59748	61.55684	54.73485	50	40.94193
ENST00000366654	ENSG00000182118	9	5	3	2	1	2
ENST00000366658	ENSG00000173409	9	7	7	0	0	0
ENST00000366661	ENSG00000143643	0	5	0	2	0	2
ENST00000366662	ENSG00000143643	0	0	1	0	0	0
ENST00000366663	ENSG00000119280	72.8776	93	69	39	28	40
